Date,Oil rate,Water rate,Gas rate,THP,BHP,GL,ESP
12/29/2017,453,1544,0,308,1694,800,0
12/30/2017,462,1594,0,301,1693,800,0
12/31/2017,461,1577,0,311,1693,800,0
1/1/2018,468,1590,0,302,1692,800,0
1/2/2018,455,1565,0,304,1693,800,0
1/3/2018,450,1461,0,315,1693,800,0
1/4/2018,451,1477,0,308,1692,800,0
1/5/2018,424,1500,0,317,1693,800,0
1/6/2018,421,1470,0,305,1692,800,0
1/7/2018,420,1467,0,305,1691,800,0
1/8/2018,419,1466,0,317,1692,800,0
1/9/2018,416,1445,0,0,0,800,0
1/10/2018,442,1395,0,0,0,800,0
1/11/2018,439,1361,0,0,0,800,0
1/12/2018,325,1670,0,0,0,800,0
1/13/2018,330,1687,0,299,1703,800,0
1/14/2018,325,1663,0,300,1710,800,0
1/15/2018,296,3053,0,323,1699,800,0
1/16/2018,296,1613,0,308,1696,800,0
1/17/2018,299,1639,0,319,1701,800,0
1/18/2018,300,1661,0,318,1696,800,0
1/19/2018,299,1654,0,331,1696,800,0
1/20/2018,300,1673,0,318,1694,800,0
1/21/2018,298,1686,0,332,1695,800,0
1/22/2018,295,1691,0,323,1694,800,0
1/23/2018,297,1680,0,323,1693,800,0
1/24/2018,132,398,0,358,1737,0,0
1/25/2018,80,301,0,218,1762,0,0
1/26/2018,80,300,0,216,1762,0,0
1/27/2018,80,303,0,216,1763,0,0
1/28/2018,101,382,0,216,1763,0,0
1/29/2018,78,302,0,215,1763,0,0
1/30/2018,78,301,0,220,1765,300,0
1/31/2018,538,1095,0,317,1767,800,0
2/1/2018,410,1373,0,314,1711,500,0
2/2/2018,429,1257,0,306,1706,500,0
2/3/2018,428,1276,0,284,1705,500,0
2/4/2018,435,1291,0,291,1704,500,0
2/5/2018,438,1295,0,295,1707,500,0
2/6/2018,386,1076,0,286,1717,500,0
2/7/2018,628,1296,0,297,1712,500,0
2/8/2018,627,1326,0,296,1711,500,0
2/9/2018,538,1265,0,285,1711,500,0
2/10/2018,475,1510,0,327,1712,500,0
2/11/2018,498,1676,0,308,1707,500,0
2/12/2018,390,1473,0,302,1709,500,0
2/13/2018,389,1498,0,296,1703,500,0
2/14/2018,389,1504,0,309,1702,500,0
2/15/2018,383,1659,0,309,1701,500,0
2/16/2018,383,1714,0,298,1700,500,0
2/17/2018,385,1722,0,287,1700,500,0
2/18/2018,384,1715,0,310,1700,500,0
2/19/2018,382,1663,0,318,1698,500,0
2/20/2018,411,1659,0,313,1698,500,0
2/21/2018,409,1658,0,322,1697,500,0
2/22/2018,406,1670,0,319,1697,500,0
2/23/2018,463,1537,0,300,1697,500,0
2/24/2018,402,1564,0,302,1697,500,0
2/25/2018,403,1571,0,295,1705,500,0
2/26/2018,373,1543,0,310,1702,500,0
2/27/2018,398,1632,0,328,1698,500,0
2/28/2018,395,1599,0,316,1697,500,0
3/1/2018,407,1662,0,310,1697,500,0
3/2/2018,478,1547,0,313,1697,500,0
3/3/2018,480,1521,0,312,1697,500,0
3/4/2018,442,1556,0,312,1697,500,0
3/5/2018,427,1523,0,309,1695,500,0
3/6/2018,420,1539,0,311,1696,500,0
3/7/2018,434,1542,0,312,1696,500,0
3/8/2018,436,1568,0,308,1695,500,0
3/9/2018,346,1661,0,306,1696,500,0
3/10/2018,342,1582,0,299,1705,500,0
3/11/2018,348,1707,0,319,1697,500,0
3/12/2018,349,1752,0,312,1696,500,0
3/13/2018,343,1726,0,316,1696,500,0
3/14/2018,342,1822,0,320,1695,500,0
3/15/2018,338,1834,0,314,1695,500,0
3/16/2018,332,1625,0,308,1694,500,0
3/17/2018,310,1581,0,309,1694,500,0
3/18/2018,315,1747,0,310,1694,500,0
3/19/2018,308,1586,0,307,1693,500,0
3/20/2018,313,1630,0,304,1693,500,0
3/21/2018,327,1642,0,309,1693,500,0
3/22/2018,323,1598,0,289,1703,500,0
3/23/2018,328,1613,0,310,1696,500,0
3/24/2018,321,1584,0,305,1694,500,0
3/25/2018,326,1594,0,306,1694,500,0
3/26/2018,324,1607,0,0,0,500,0
3/27/2018,328,1615,0,0,0,500,0
3/28/2018,327,1625,0,0,0,500,0
3/29/2018,326,1605,0,306,1693,500,0
3/30/2018,325,1584,0,305,1693,500,0
3/31/2018,327,1591,0,308,1693,500,0
4/1/2018,339,1512,0,308,1692,500,0
4/2/2018,335,1547,0,303,1692,500,0
4/3/2018,323,1504,0,304,1704,500,0
4/4/2018,313,1527,0,292,1696,500,0
4/5/2018,320,1265,0,291,1696,500,0
4/6/2018,320,1259,0,291,1695,500,0
4/7/2018,322,1261,0,295,1695,500,0
4/8/2018,322,1268,0,289,1695,500,0
4/9/2018,320,1292,0,285,1695,500,0
4/10/2018,321,1293,0,286,1695,500,0
4/11/2018,320,1291,0,285,1695,500,0
4/12/2018,330,1327,0,286,1695,500,0
4/13/2018,329,1329,0,286,1695,500,0
4/14/2018,328,1346,0,286,1695,500,0
4/15/2018,325,1349,0,286,1695,500,0
4/16/2018,326,1344,0,287,1694,500,0
4/17/2018,328,1314,0,285,1694,500,0
4/18/2018,328,1303,0,292,1694,500,0
4/19/2018,332,1308,0,284,1694,500,0
4/20/2018,330,1297,0,285,1694,500,0
4/21/2018,327,1317,0,283,1694,500,0
4/22/2018,326,1306,0,283,1694,500,0
4/23/2018,331,1315,0,282,1693,500,0
4/24/2018,364,1279,0,284,1693,500,0
4/25/2018,312,1343,0,285,1693,500,0
4/26/2018,320,1275,0,284,1693,500,0
4/27/2018,317,1265,0,282,1693,500,0
4/28/2018,306,1324,0,282,1693,500,0
4/29/2018,310,1317,0,284,1693,500,0
4/30/2018,311,1269,0,285,1693,500,0
5/1/2018,307,1275,0,282,1693,500,0
5/2/2018,339,1246,0,286,1693,500,0
5/3/2018,316,1451,0,285,1694,500,0
5/4/2018,298,1458,0,285,1705,500,0
5/5/2018,294,1407,0,281,1698,500,0
5/6/2018,297,1436,0,285,1697,500,0
5/7/2018,301,1472,0,289,1695,500,0
5/8/2018,297,1478,0,288,1695,500,0
5/9/2018,290,1441,0,287,1695,500,0
5/10/2018,318,1457,0,289,1694,500,0
5/11/2018,318,1368,0,295,1694,500,0
5/12/2018,317,1364,0,298,1694,500,0
5/13/2018,318,1379,0,291,1693,500,0
5/14/2018,317,1401,0,288,1693,500,0
5/15/2018,319,1405,0,298,1694,500,0
5/16/2018,319,1395,0,294,1694,500,0
5/17/2018,320,1403,0,296,1694,500,0
5/18/2018,323,1385,0,298,1694,500,0
5/19/2018,318,1402,0,297,1695,500,0
5/20/2018,255,1186,0,320,1707,500,0
5/21/2018,253,1204,0,298,1717,500,0
5/22/2018,287,2455,0,290,1699,500,0
5/23/2018,291,1452,0,287,1698,500,0
5/24/2018,286,1408,0,289,1697,500,0
5/25/2018,285,1394,0,288,1697,500,0
5/26/2018,269,1449,0,289,1696,500,0
5/27/2018,314,1444,0,300,1696,500,0
5/28/2018,323,1436,0,303,1694,500,0
5/29/2018,307,1479,0,267,1696,500,0
5/30/2018,312,1550,0,311,1696,500,0
5/31/2018,311,1527,0,307,1697,500,0
6/1/2018,313,1549,0,317,1696,500,0
6/2/2018,304,1513,0,288,1700,500,0
6/3/2018,313,1548,0,291,1700,500,0
6/4/2018,303,1488,0,319,1701,500,0
6/5/2018,306,1409,0,294,1701,500,0
6/6/2018,305,1472,0,315,1699,500,0
6/7/2018,305,1481,0,296,1705,500,0
6/8/2018,367,1470,0,310,1699,500,0
6/9/2018,374,1496,0,315,1697,500,0
6/10/2018,308,1489,0,331,1695,500,0
6/11/2018,282,1571,0,310,1695,500,0
6/12/2018,298,1580,0,320,1693,500,0
6/13/2018,323,1595,0,318,1694,500,0
6/14/2018,318,1569,0,303,1694,500,0
6/15/2018,300,1600,0,298,1694,500,0
6/16/2018,306,1619,0,297,1696,500,0
6/17/2018,304,1507,0,260,1693,500,0
6/18/2018,304,1505,0,308,1695,500,0
6/19/2018,304,1535,0,321,1694,500,0
6/20/2018,301,1549,0,316,1693,600,0
6/21/2018,303,1577,0,314,1693,600,0
6/22/2018,297,1534,0,250,1693,600,0
6/23/2018,297,1548,0,274,1694,600,0
6/24/2018,314,1526,0,321,1693,600,0
6/25/2018,314,1496,0,279,1694,600,0
6/26/2018,313,1519,0,278,1692,600,0
6/27/2018,317,1562,0,277,1688,600,0
6/28/2018,324,1537,0,322,1693,600,0
6/29/2018,324,1558,0,316,1692,600,0
6/30/2018,317,1515,0,272,1693,600,0
7/1/2018,321,1566,0,300,1692,600,0
7/2/2018,322,1570,0,287,1692,500,0
7/3/2018,319,1550,0,313,1693,500,0
7/4/2018,288,1622,0,315,1695,500,0
7/5/2018,289,1632,0,362,1697,500,0
7/6/2018,285,1575,0,359,1696,500,0
7/7/2018,281,1557,0,289,1695,500,0
7/8/2018,279,1551,0,320,1696,500,0
7/9/2018,270,1531,0,342,1695,500,0
7/10/2018,274,1544,0,322,1698,500,0
7/11/2018,279,1574,0,378,1698,500,0
7/12/2018,275,1566,0,322,1696,500,0
7/13/2018,273,1551,0,313,1694,500,0
7/14/2018,274,1548,0,293,1696,500,0
7/15/2018,303,1467,0,317,1696,500,0
7/16/2018,304,1489,0,329,1695,500,0
7/17/2018,300,1481,0,342,1695,500,0
7/18/2018,304,1499,0,331,1696,500,0
7/19/2018,317,1449,0,339,1695,500,0
7/20/2018,319,1450,0,304,1695,500,0
7/21/2018,342,1457,0,332,1695,500,0
7/22/2018,325,1471,0,340,1694,500,0
7/23/2018,325,1448,0,344,1695,500,0
7/24/2018,309,1490,0,285,1692,500,0
7/25/2018,311,1515,0,321,1693,500,0
7/26/2018,310,1507,0,299,1693,500,0
7/27/2018,312,1518,0,301,1692,500,0
7/28/2018,315,1512,0,290,1692,500,0
7/29/2018,313,1538,0,283,1692,500,0
7/30/2018,313,1560,0,288,1692,500,0
7/31/2018,309,1506,0,269,1694,500,0
8/1/2018,310,1515,0,317,1691,500,0
8/2/2018,312,1524,0,288,1692,500,0
8/3/2018,309,1504,0,320,1695,500,0
8/4/2018,304,1470,0,296,1692,500,0
8/5/2018,301,1452,0,305,1692,500,0
8/6/2018,294,1417,0,308,1707,500,0
8/7/2018,269,1445,0,301,1695,500,0
8/8/2018,297,1447,0,268,1696,500,0
8/9/2018,307,1316,0,304,1705,500,0
